InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C26H22N2O9/c27-11-5-7-15-17(9-11)36-18-10-12(28-24-22(31)20(29)21(30)23(37-24)26(34)35)6-8-16(18)19(15)13-3-1-2-4-14(13)25(32)33/h1-10,20-24,28-31H,27H2,(H-,32,33,34,35)/p+1",CZKDELJMGGLEBN-UHFFFAOYSA-O,N(C1=CC=C2C(C3=CC=CC=C3C(=O)O)=C4C=CC(N)=CC4=[O+]C2=C1)C5OC(C(O)C(O)C5O)C(O)=O,,,C26H23N2O9,507.14035531599995,1.8291999999999993,2,1,1,BTM00943,BTM00943,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,385,NC1=CC=C2C(C3=CC=CC=C3C(=O)O)=C4C=CC(N)=CC4=[O+]C2=C1,"InChI=1S/C20H14N2O3/c21-11-5-7-15-17(9-11)25-18-10-12(22)6-8-16(18)19(15)13-3-1-2-4-14(13)20(23)24/h1-10H,21-22H2/p+1",LRBJCWVEWUZZLY-UHFFFAOYSA-O,,331.1082
"InChI=1S/C22H17N3O4/c23-12-5-7-16-18(9-12)29-19-10-13(24)6-8-17(19)21(16)14-3-1-2-4-15(14)22(28)25-11-20(26)27/h1-10H,11,23-24H2,(H-,25,26,27,28)/p+1",PFZNDOHSADRDOA-UHFFFAOYSA-O,NC1=CC=C2C(C3=CC=CC=C3C(=O)NCC(O)=O)=C4C=CC(N)=CC4=[O+]C2=C1,,,C22H18N3O4,388.129731056,2.4904999999999995,0,1,1,BTM00944,BTM00944,Glycination of aromatic acid,BTMR0206,EC 2.3.1.13,HUMAN,385,NC1=CC=C2C(C3=CC=CC=C3C(=O)O)=C4C=CC(N)=CC4=[O+]C2=C1,"InChI=1S/C20H14N2O3/c21-11-5-7-15-17(9-11)25-18-10-12(22)6-8-16(18)19(15)13-3-1-2-4-14(13)20(23)24/h1-10H,21-22H2/p+1",LRBJCWVEWUZZLY-UHFFFAOYSA-O,,331.1082
"InChI=1S/C8H11N3O6S2/c12-1-2(13)4(6(15)16)17-5(3(1)14)9-7-10-11-8(18)19-7/h1-5,12-14H,(H,9,10)(H,11,18)(H,15,16)",PCRVUHUWAWMQAD-UHFFFAOYSA-N,N(C1=NN=C(S)S1)C2OC(C(O)C(O)C2O)C(O)=O,,,C8H11N3O6S2,309.008927072,-1.0390000000000001,0,1,1,BTM00945,BTM00945,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,386,NC1=NN=C(S)S1,"InChI=1S/C2H3N3S2/c3-1-4-5-2(6)7-1/h(H2,3,4)(H,5,6)",GDGIVSREGUOIJZ-UHFFFAOYSA-N,,132.9768
"InChI=1S/C8H11N3O6S2/c9-7-10-11-8(19-7)18-6-3(14)1(12)2(13)4(17-6)5(15)16/h1-4,6,12-14H,(H2,9,10)(H,15,16)",MJZXXCQCLUDCQZ-UHFFFAOYSA-N,NC1=NN=C(SC2OC(C(O)C(O)C2O)C(O)=O)S1,,,C8H11N3O6S2,309.008927072,-1.4124000000000003,0,1,1,BTM00946,BTM00946,Thiol glucuronidation,BTMR0179,EC 2.4.1.17,HUMAN,386,NC1=NN=C(S)S1,"InChI=1S/C2H3N3S2/c3-1-4-5-2(6)7-1/h(H2,3,4)(H,5,6)",GDGIVSREGUOIJZ-UHFFFAOYSA-N,,132.9768
"InChI=1S/C12H18N6O6S3/c13-5(10(23)24)1-2-7(19)16-6(9(22)15-3-8(20)21)4-25-27-12-18-17-11(14)26-12/h5-6H,1-4,13H2,(H2,14,17)(H,15,22)(H,16,19)(H,20,21)(H,23,24)",CZBVWCCTTNFBJL-UHFFFAOYSA-N,NC1=NN=C(SSCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O)S1,,,C12H18N6O6S3,438.04499529599997,-2.127600000000001,2,2,2,BTM00947,BTM00947,GSH-conjugation of sulfhydryl,BTMR0221,EC 2.5.1.18,HUMAN,386,NC1=NN=C(S)S1,"InChI=1S/C2H3N3S2/c3-1-4-5-2(6)7-1/h(H2,3,4)(H,5,6)",GDGIVSREGUOIJZ-UHFFFAOYSA-N,,132.9768
"InChI=1S/C8H13N5O6/c9-7-11-8(13-12-7)10-5-3(16)1(14)2(15)4(19-5)6(17)18/h1-5,14-16H,(H,17,18)(H4,9,10,11,12,13)",YILMFALSBDRRTB-UHFFFAOYSA-N,N(C1=NNC(N)=N1)C2OC(C(O)C(O)C2O)C(O)=O,,,C8H13N5O6,275.086583136,-2.7138,1,1,1,BTM00948,BTM00948,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,387,NC1=NNC(N)=N1,"InChI=1S/C2H5N5/c3-1-5-2(4)7-6-1/h(H5,3,4,5,6,7)",PKWIYNIDEDLDCJ-UHFFFAOYSA-N,,99.05449
"InChI=1S/C8H13N5O6/c9-7-11-8(10)13(12-7)5-3(16)1(14)2(15)4(19-5)6(17)18/h1-5,14-16H,(H,17,18)(H4,9,10,11,12)",VYSXTZDDZDKGQW-UHFFFAOYSA-N,NC1=NN(C(N)=N1)C2C(C(O)C(C(O2)C(O)=O)O)O,,,C8H13N5O6,275.086583136,-3.0632,1,1,1,BTM00949,BTM00949,N-Glucuronidation of azole,BTMR0174,EC 2.4.1.17,HUMAN,387,NC1=NNC(N)=N1,"InChI=1S/C2H5N5/c3-1-5-2(4)7-6-1/h(H5,3,4,5,6,7)",PKWIYNIDEDLDCJ-UHFFFAOYSA-N,,99.05449
"InChI=1S/C32H27N5O19S4/c33-20-12-18-13(9-23(20)59(49,50)51)10-24(60(52,53)54)25(29(18)55-32-28(40)26(38)27(39)30(56-32)31(41)42)37-36-22-8-7-21(17-6-5-16(11-19(17)22)58(46,47)48)35-34-14-1-3-15(4-2-14)57(43,44)45/h1-12,26-28,30,32,38-40H,33H2,(H,41,42)(H,43,44,45)(H,46,47,48)(H,49,50,51)(H,52,53,54)/b35-34+,37-36+",AZPLTCCEMNNRMT-XGMUGIETSA-N,NC1=CC2=C(OC3OC(C(O)C(O)C3O)C(O)=O)C(N=NC4=CC=C(N=NC5=CC=C(C=C5)S(=O)(=O)O)C6=CC=C(C=C46)S(=O)(=O)O)=C(C=C2C=C1S(=O)(=O)O)S(=O)(=O)O,,,C32H27N5O19S4,913.0183076440001,3.3825999999999965,3,1,1,BTM00950,BTM00950,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,388,NC1=CC2=C(O)C(N=NC3=CC=C(N=NC4=CC=C(C=C4)S(=O)(=O)O)C5=CC=C(C=C35)S(=O)(=O)O)=C(C=C2C=C1S(=O)(=O)O)S(=O)(=O)O,"InChI=1S/C26H19N5O13S4/c27-20-12-18-13(9-23(20)47(39,40)41)10-24(48(42,43)44)25(26(18)32)31-30-22-8-7-21(17-6-5-16(11-19(17)22)46(36,37)38)29-28-14-1-3-15(4-2-14)45(33,34)35/h1-12,32H,27H2,(H,33,34,35)(H,36,37,38)(H,39,40,41)(H,42,43,44)",DUUHLAZWLLCPSP-UHFFFAOYSA-N,,736.9862
"InChI=1S/C32H27N5O19S4/c38-26-18-12-22(33-31-29(41)27(39)28(40)30(56-31)32(42)43)23(59(50,51)52)9-13(18)10-24(60(53,54)55)25(26)37-36-21-8-7-20(17-6-5-16(11-19(17)21)58(47,48)49)35-34-14-1-3-15(4-2-14)57(44,45)46/h1-12,27-31,33,38-41H,(H,42,43)(H,44,45,46)(H,47,48,49)(H,50,51,52)(H,53,54,55)/b35-34+,37-36+",QQWIHWJMGQVFJJ-XGMUGIETSA-N,N(C1=CC2=C(O)C(N=NC3=CC=C(N=NC4=CC=C(C=C4)S(=O)(=O)O)C5=CC=C(C=C35)S(=O)(=O)O)=C(C=C2C=C1S(=O)(=O)O)S(=O)(=O)O)C6OC(C(O)C(O)C6O)C(O)=O,,,C32H27N5O19S4,913.018307644,3.686899999999997,3,1,1,BTM00951,BTM00951,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,388,NC1=CC2=C(O)C(N=NC3=CC=C(N=NC4=CC=C(C=C4)S(=O)(=O)O)C5=CC=C(C=C35)S(=O)(=O)O)=C(C=C2C=C1S(=O)(=O)O)S(=O)(=O)O,"InChI=1S/C26H19N5O13S4/c27-20-12-18-13(9-23(20)47(39,40)41)10-24(48(42,43)44)25(26(18)32)31-30-22-8-7-21(17-6-5-16(11-19(17)22)46(36,37)38)29-28-14-1-3-15(4-2-14)45(33,34)35/h1-12,32H,27H2,(H,33,34,35)(H,36,37,38)(H,39,40,41)(H,42,43,44)",DUUHLAZWLLCPSP-UHFFFAOYSA-N,,736.9862
"InChI=1S/C16H21N5O11/c17-11-4-12(21(2-18-4)13-8(26)5(23)3(1-22)30-13)20-16(19-11)32-15-9(27)6(24)7(25)10(31-15)14(28)29/h2-3,5-10,13,15,22-27H,1H2,(H,28,29)(H2,17,19,20)",TVEMTIAKKYYZJD-UHFFFAOYSA-N,NC1=NC(OC2OC(C(O)C(O)C2O)C(O)=O)=NC3=C1N=CN3C4OC(CO)C(O)C4O,,,C16H21N5O11,459.123756492,-4.026299999999999,2,1,1,BTM00952,BTM00952,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,389,NC1=NC(O)=NC2=C1N=CN2C3OC(CO)C(O)C3O,"InChI=1S/C10H13N5O5/c11-7-4-8(14-10(19)13-7)15(2-12-4)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19)",MIKUYHXYGGJMLM-UHFFFAOYSA-N,,283.0916
"InChI=1S/C16H21N5O11/c22-1-3-5(23)9(27)14(31-3)21-2-17-4-11(19-16(30)20-12(4)21)18-13-8(26)6(24)7(25)10(32-13)15(28)29/h2-3,5-10,13-14,22-27H,1H2,(H,28,29)(H2,18,19,20,30)",LLEBZKPFJNBGOL-UHFFFAOYSA-N,N(C1=NC(O)=NC2=C1N=CN2C3OC(CO)C(O)C3O)C4OC(C(O)C(O)C4O)C(O)=O,,,C16H21N5O11,459.12375649200004,-3.7219999999999986,2,1,1,BTM00953,BTM00953,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,389,NC1=NC(O)=NC2=C1N=CN2C3OC(CO)C(O)C3O,"InChI=1S/C10H13N5O5/c11-7-4-8(14-10(19)13-7)15(2-12-4)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19)",MIKUYHXYGGJMLM-UHFFFAOYSA-N,,283.0916
"InChI=1S/C10H13N5O8S/c11-7-4-8(14-10(18)13-7)15(2-12-4)9-6(17)5(16)3(23-9)1-22-24(19,20)21/h2-3,5-6,9,16-17H,1H2,(H,19,20,21)(H3,11,13,14,18)",YLQCWEJYIGFSHJ-UHFFFAOYSA-N,NC1=NC(O)=NC2=C1N=CN2C3OC(COS(O)(=O)=O)C(O)C3O,,,C10H13N5O8S,363.04848337600004,-2.2729,1,1,1,BTM00954,BTM00954,Sulfation of primary alcohol,BTMR0501,EC 2.8.2.2,HUMAN,389,NC1=NC(O)=NC2=C1N=CN2C3OC(CO)C(O)C3O,"InChI=1S/C10H13N5O5/c11-7-4-8(14-10(19)13-7)15(2-12-4)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19)",MIKUYHXYGGJMLM-UHFFFAOYSA-N,,283.0916
"InChI=1S/C10H13N5O8S/c11-7-4-8(14-10(18)13-7)15(2-12-4)9-6(23-24(19,20)21)5(17)3(1-16)22-9/h2-3,5-6,9,16-17H,1H2,(H,19,20,21)(H3,11,13,14,18)",BKCWTAFXPPWGMG-UHFFFAOYSA-N,NC1=NC(O)=NC2=C1N=CN2C3OC(CO)C(O)C3OS(O)(=O)=O,,,C10H13N5O8S,363.048483376,-2.2729,1,1,1,BTM00955,BTM00955,Sulfation of secondary alcohol,BTMR0502,EC 2.8.2.2,HUMAN,389,NC1=NC(O)=NC2=C1N=CN2C3OC(CO)C(O)C3O,"InChI=1S/C10H13N5O5/c11-7-4-8(14-10(19)13-7)15(2-12-4)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19)",MIKUYHXYGGJMLM-UHFFFAOYSA-N,,283.0916
"InChI=1S/C10H13N5O8S/c11-7-4-8(14-10(18)13-7)15(2-12-4)9-5(17)6(3(1-16)22-9)23-24(19,20)21/h2-3,5-6,9,16-17H,1H2,(H,19,20,21)(H3,11,13,14,18)",UFAKSCZONKSSMC-UHFFFAOYSA-N,NC1=NC(O)=NC2=C1N=CN2C3OC(CO)C(OS(O)(=O)=O)C3O,,,C10H13N5O8S,363.048483376,-2.2729,1,1,1,BTM00956,BTM00956,Sulfation of secondary alcohol,BTMR0502,EC 2.8.2.2,HUMAN,389,NC1=NC(O)=NC2=C1N=CN2C3OC(CO)C(O)C3O,"InChI=1S/C10H13N5O5/c11-7-4-8(14-10(19)13-7)15(2-12-4)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19)",MIKUYHXYGGJMLM-UHFFFAOYSA-N,,283.0916
"InChI=1S/C10H12N6O7/c11-10-12-6-1(14-16-15-6)7(13-10)23-9-4(19)2(17)3(18)5(22-9)8(20)21/h2-5,9,17-19H,(H,20,21)(H3,11,12,13,14,15,16)",TYJROBNBGRDPIB-UHFFFAOYSA-N,NC1=NC(OC2OC(C(O)C(O)C2O)C(O)=O)=C3NN=NC3=N1,,,C10H12N6O7,328.076746724,-2.3707000000000007,2,1,1,BTM00957,BTM00957,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,390,NC1=NC(O)=C2NN=NC2=N1,"InChI=1S/C4H4N6O/c5-4-6-2-1(3(11)7-4)8-10-9-2/h(H4,5,6,7,8,9,10,11)",LPXQRXLUHJKZIE-UHFFFAOYSA-N,,152.0446
"InChI=1S/C10H12N6O7/c17-2-3(18)5(9(21)22)23-8(4(2)19)13-10-11-6-1(7(20)12-10)14-16-15-6/h2-5,8,17-19H,(H,21,22)(H3,11,12,13,14,15,16,20)",RSEJXKJQLTYKSH-UHFFFAOYSA-N,N(C1=NC(O)=C2NN=NC2=N1)C3OC(C(O)C(O)C3O)C(O)=O,,,C10H12N6O7,328.076746724,-2.0664000000000007,2,1,1,BTM00958,BTM00958,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,390,NC1=NC(O)=C2NN=NC2=N1,"InChI=1S/C4H4N6O/c5-4-6-2-1(3(11)7-4)8-10-9-2/h(H4,5,6,7,8,9,10,11)",LPXQRXLUHJKZIE-UHFFFAOYSA-N,,152.0446
"InChI=1S/C10H12N6O7/c11-10-12-6-1(7(20)13-10)16(15-14-6)8-4(19)2(17)3(18)5(23-8)9(21)22/h2-5,8,17-19H,(H,21,22)(H3,11,12,13,20)",PKPVKAPBVYXRFQ-UHFFFAOYSA-N,NC1=NC(O)=C2N(N=NC2=N1)C3C(C(O)C(C(O3)C(O)=O)O)O,,,C10H12N6O7,328.076746724,-2.415800000000001,2,1,1,BTM00959,BTM00959,N-Glucuronidation of azole,BTMR0174,EC 2.4.1.17,HUMAN,390,NC1=NC(O)=C2NN=NC2=N1,"InChI=1S/C4H4N6O/c5-4-6-2-1(3(11)7-4)8-10-9-2/h(H4,5,6,7,8,9,10,11)",LPXQRXLUHJKZIE-UHFFFAOYSA-N,,152.0446
"InChI=1S/C22H21N3O13S2/c23-12-8-11(39(31,32)33)6-9-7-13(40(34,35)36)15(25-24-10-4-2-1-3-5-10)19(14(9)12)37-22-18(28)16(26)17(27)20(38-22)21(29)30/h1-8,16-18,20,22,26-28H,23H2,(H,29,30)(H,31,32,33)(H,34,35,36)/b25-24+",VASKITRLWIZPFK-OCOZRVBESA-N,NC1=CC(=CC2=CC(=C(N=NC3=CC=CC=C3)C(OC4OC(C(O)C(O)C4O)C(O)=O)=C12)S(=O)(=O)O)S(=O)(=O)O,,,C22H21N3O13S2,599.051579732,1.3255999999999988,3,1,1,BTM00960,BTM00960,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,391,NC1=CC(=CC2=CC(=C(N=NC3=CC=CC=C3)C(O)=C12)S(=O)(=O)O)S(=O)(=O)O,"InChI=1S/C16H13N3O7S2/c17-12-8-11(27(21,22)23)6-9-7-13(28(24,25)26)15(16(20)14(9)12)19-18-10-4-2-1-3-5-10/h1-8,20H,17H2,(H,21,22,23)(H,24,25,26)",UDCKXEFJOHLCKM-UHFFFAOYSA-N,,423.0194
"InChI=1S/C22H21N3O13S2/c26-16-14-9(7-13(40(35,36)37)15(16)25-24-10-4-2-1-3-5-10)6-11(39(32,33)34)8-12(14)23-21-19(29)17(27)18(28)20(38-21)22(30)31/h1-8,17-21,23,26-29H,(H,30,31)(H,32,33,34)(H,35,36,37)/b25-24+",OBROLXBURYCCEO-OCOZRVBESA-N,N(C1=CC(=CC2=CC(=C(N=NC3=CC=CC=C3)C(O)=C12)S(=O)(=O)O)S(=O)(=O)O)C4OC(C(O)C(O)C4O)C(O)=O,,,C22H21N3O13S2,599.0515797319999,1.6298999999999988,3,1,1,BTM00961,BTM00961,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,391,NC1=CC(=CC2=CC(=C(N=NC3=CC=CC=C3)C(O)=C12)S(=O)(=O)O)S(=O)(=O)O,"InChI=1S/C16H13N3O7S2/c17-12-8-11(27(21,22)23)6-9-7-13(28(24,25)26)15(16(20)14(9)12)19-18-10-4-2-1-3-5-10/h1-8,20H,17H2,(H,21,22,23)(H,24,25,26)",UDCKXEFJOHLCKM-UHFFFAOYSA-N,,423.0194
"InChI=1S/C16H21N5O10/c17-12-7-13(21(3-18-7)6-1-4(23)5(2-22)29-6)20-16(19-12)31-15-10(26)8(24)9(25)11(30-15)14(27)28/h3-6,8-11,15,22-26H,1-2H2,(H,27,28)(H2,17,19,20)",MCDDCWCAWWQXON-UHFFFAOYSA-N,NC1=NC(OC2OC(C(O)C(O)C2O)C(O)=O)=NC3=C1N=CN3C4CC(O)C(CO)O4,,,C16H21N5O10,443.12884187199995,-3.8035999999999994,2,1,1,BTM00962,BTM00962,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,392,NC1=NC(O)=NC2=C1N=CN2C3CC(O)C(CO)O3,"InChI=1S/C10H13N5O4/c11-8-7-9(14-10(18)13-8)15(3-12-7)6-1-4(17)5(2-16)19-6/h3-6,16-17H,1-2H2,(H3,11,13,14,18)",SWFIFWZFCNRPBN-UHFFFAOYSA-N,,267.0967
"InChI=1S/C16H21N5O10/c22-2-5-4(23)1-6(30-5)21-3-17-7-12(19-16(29)20-13(7)21)18-14-10(26)8(24)9(25)11(31-14)15(27)28/h3-6,8-11,14,22-26H,1-2H2,(H,27,28)(H2,18,19,20,29)",BTYNYXHRUXOYOO-UHFFFAOYSA-N,N(C1=NC(O)=NC2=C1N=CN2C3CC(O)C(CO)O3)C4OC(C(O)C(O)C4O)C(O)=O,,,C16H21N5O10,443.12884187199995,-3.499299999999999,2,1,1,BTM00963,BTM00963,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,392,NC1=NC(O)=NC2=C1N=CN2C3CC(O)C(CO)O3,"InChI=1S/C10H13N5O4/c11-8-7-9(14-10(18)13-8)15(3-12-7)6-1-4(17)5(2-16)19-6/h3-6,16-17H,1-2H2,(H3,11,13,14,18)",SWFIFWZFCNRPBN-UHFFFAOYSA-N,,267.0967
"InChI=1S/C10H13N5O7S/c11-8-7-9(14-10(17)13-8)15(3-12-7)6-1-4(16)5(22-6)2-21-23(18,19)20/h3-6,16H,1-2H2,(H,18,19,20)(H3,11,13,14,17)",SQZFLCZCDFFMHS-UHFFFAOYSA-N,NC1=NC(O)=NC2=C1N=CN2C3CC(O)C(COS(O)(=O)=O)O3,,,C10H13N5O7S,347.053568756,-2.0502000000000002,0,1,1,BTM00964,BTM00964,Sulfation of primary alcohol,BTMR0501,EC 2.8.2.2,HUMAN,392,NC1=NC(O)=NC2=C1N=CN2C3CC(O)C(CO)O3,"InChI=1S/C10H13N5O4/c11-8-7-9(14-10(18)13-8)15(3-12-7)6-1-4(17)5(2-16)19-6/h3-6,16-17H,1-2H2,(H3,11,13,14,18)",SWFIFWZFCNRPBN-UHFFFAOYSA-N,,267.0967
"InChI=1S/C10H13N5O7S/c11-8-7-9(14-10(17)13-8)15(3-12-7)6-1-4(5(2-16)21-6)22-23(18,19)20/h3-6,16H,1-2H2,(H,18,19,20)(H3,11,13,14,17)",ZRIRAWHAFNYYJE-UHFFFAOYSA-N,NC1=NC(O)=NC2=C1N=CN2C3CC(OS(O)(=O)=O)C(CO)O3,,,C10H13N5O7S,347.053568756,-2.0502000000000002,0,1,1,BTM00965,BTM00965,Sulfation of secondary alcohol,BTMR0502,EC 2.8.2.2,HUMAN,392,NC1=NC(O)=NC2=C1N=CN2C3CC(O)C(CO)O3,"InChI=1S/C10H13N5O4/c11-8-7-9(14-10(18)13-8)15(3-12-7)6-1-4(17)5(2-16)19-6/h3-6,16-17H,1-2H2,(H3,11,13,14,18)",SWFIFWZFCNRPBN-UHFFFAOYSA-N,,267.0967
"InChI=1S/C25H27N7O12/c26-25-31-19-14(21(32-25)44-24-17(37)15(35)16(36)18(43-24)23(41)42)29-11(8-28-19)7-27-10-3-1-9(2-4-10)20(38)30-12(22(39)40)5-6-13(33)34/h1-4,8,12,15-18,24,27,35-37H,5-7H2,(H,30,38)(H,33,34)(H,39,40)(H,41,42)(H2,26,28,31,32)/t12-,15?,16?,17?,18?,24?/m0/s1",DXOOWRHPKKMFMX-LZUVXYOWSA-N,NC1=NC(OC2OC(C(O)C(O)C2O)C(O)=O)=C3N=C(CNC4=CC=C(C=C4)C(=O)N[C@@H](CCC(=O)O)C(=O)O)C=NC3=N1,,,C25H27N7O12,617.1717693039999,-2.4026999999999994,3,2,2,BTM00966,BTM00966,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,393,NC1=NC(O)=C2N=C(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)C=NC2=N1,"InChI=1S/C19H19N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,8,12,21H,5-7H2,(H,24,29)(H,27,28)(H,31,32)(H3,20,22,25,26,30)/t12-/m0/s1",OVBPIULPVIDEAO-LBPRGKRZSA-N,,441.1396
"InChI=1S/C25H27N7O12/c33-13(34)6-5-12(23(40)41)29-20(38)9-1-3-10(4-2-9)26-7-11-8-27-19-14(28-11)21(39)31-25(30-19)32-22-17(37)15(35)16(36)18(44-22)24(42)43/h1-4,8,12,15-18,22,26,35-37H,5-7H2,(H,29,38)(H,33,34)(H,40,41)(H,42,43)(H2,27,30,31,32,39)/t12-,15?,16?,17?,18?,22?/m0/s1",GSQPDLFFWGFPKV-ALXLWIAUSA-N,N(C1=NC(O)=C2N=C(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)C=NC2=N1)C4OC(C(O)C(O)C4O)C(O)=O,,,C25H27N7O12,617.171769304,-2.0983999999999994,3,2,2,BTM00967,BTM00967,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,393,NC1=NC(O)=C2N=C(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)C=NC2=N1,"InChI=1S/C19H19N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,8,12,21H,5-7H2,(H,24,29)(H,27,28)(H,31,32)(H3,20,22,25,26,30)/t12-/m0/s1",OVBPIULPVIDEAO-LBPRGKRZSA-N,,441.1396
"InChI=1S/C18H18N4O6/c19-7-3-1-4-8-11(7)22-12-9(20-8)5-2-6-10(12)21-17-15(25)13(23)14(24)16(28-17)18(26)27/h1-6,13-17,21,23-25H,19H2,(H,26,27)",QTMHJVFEPMTXNO-UHFFFAOYSA-N,N(C1=CC=CC2=NC3=CC=CC(N)=C3N=C12)C4OC(C(O)C(O)C4O)C(O)=O,,,C18H18N4O6,386.12263429599994,0.24109999999999887,1,1,1,BTM00968,BTM00968,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,394,NC1=CC=CC2=NC3=CC=CC(N)=C3N=C12,"InChI=1S/C12H10N4/c13-7-3-1-5-9-11(7)16-12-8(14)4-2-6-10(12)15-9/h1-6H,13-14H2",QWENODQIHKWVQV-UHFFFAOYSA-N,,210.0905
"InChI=1S/C14H12N4O/c1-8(19)16-11-6-3-7-12-14(11)18-13-9(15)4-2-5-10(13)17-12/h2-7H,15H2,1H3,(H,16,19)",JFBUVSLYMVGIBG-UHFFFAOYSA-N,N(C1=CC=CC2=NC3=CC=CC(N)=C3N=C12)C(=O)C,,,C14H12N4O,252.101111004,1.7095999999999993,0,0,0,BTM00969,BTM00969,N-Acetylation of arylamine,BTMR1242,"EC 2.3.1.5
Unspecified acetyltransferase",HUMAN,394,NC1=CC=CC2=NC3=CC=CC(N)=C3N=C12,"InChI=1S/C12H10N4/c13-7-3-1-5-9-11(7)16-12-8(14)4-2-6-10(12)15-9/h1-6H,13-14H2",QWENODQIHKWVQV-UHFFFAOYSA-N,,210.0905
"InChI=1S/C16H21N5O9/c17-13-8-14(19-3-18-13)21(4-20-8)7-1-5(22)6(29-7)2-28-16-11(25)9(23)10(24)12(30-16)15(26)27/h3-7,9-12,16,22-25H,1-2H2,(H,26,27)(H2,17,18,19)",GKAUYOQVRBTNMG-UHFFFAOYSA-N,NC1=NC=NC2=C1N=CN2C3CC(O)C(COC4OC(C(O)=O)C(C(C4O)O)O)O3,,,C16H21N5O9,427.133927252,-3.5242999999999998,2,1,1,BTM00970,BTM00970,Alkyl-OH-glucuronidation,BTMR0165,EC 2.4.1.17,HUMAN,395,NC1=NC=NC2=C1N=CN2C3CC(O)C(CO)O3,"InChI=1S/C10H13N5O3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(17)6(2-16)18-7/h3-7,16-17H,1-2H2,(H2,11,12,13)",OLXZPDWKRNYJJZ-UHFFFAOYSA-N,,251.1018
"InChI=1S/C16H21N5O9/c17-13-8-14(19-3-18-13)21(4-20-8)7-1-5(6(2-22)28-7)29-16-11(25)9(23)10(24)12(30-16)15(26)27/h3-7,9-12,16,22-25H,1-2H2,(H,26,27)(H2,17,18,19)",PEPBTRMGCOARFO-UHFFFAOYSA-N,NC1=NC=NC2=C1N=CN2C3CC(OC4OC(C(O)=O)C(C(C4O)O)O)C(CO)O3,,,C16H21N5O9,427.133927252,-3.5242999999999998,2,1,1,BTM00971,BTM00971,Alkyl-OH-glucuronidation,BTMR0165,EC 2.4.1.17,HUMAN,395,NC1=NC=NC2=C1N=CN2C3CC(O)C(CO)O3,"InChI=1S/C10H13N5O3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(17)6(2-16)18-7/h3-7,16-17H,1-2H2,(H2,11,12,13)",OLXZPDWKRNYJJZ-UHFFFAOYSA-N,,251.1018
